,card name,expansion,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities-1,abilities-2,flavour text-1,flavour text-2,card no,artist,avg price ($),market price ($),foil avg ($),foil price ($),img url
1013,Last Caress,Apocalypse,"
Common",3,2,Black,Sorcery,, ,,Target player loses 1 life and you gain 1 life., ,,,41,Eric Peterson,0.2,0.1,0.42,0.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27591&type=card
1014,Last Stand,Apocalypse,"
Rare",5,0,"White, Blue, Black, Red, Green",Sorcery,, ,,"Target opponent loses 2 life for each Swamp you control. Last Stand deals damage to target creature equal to the number of Mountains you control. Create a 1/1 green Saproling creature token for each Forest you control. You gain 2 life for each Plains you control. Draw a card for each Island you control, then discard that many cards.", ,,,107,Ron Spencer,0.4,0.26,19.99,17.68,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27231&type=card
1017,Legacy Weapon,Apocalypse,"
Rare",7,7,none,Legendary Artifact,, ,,: Exile target permanent., ,,,137,John Avon,4.16,4.91,95.99,101.5,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26424&type=card
1020,Living Airship,Apocalypse,"
Common",4,3,Blue,Creature , Metathran,2,3,Flying, ,"The ship has a crew of three: the pilot, the gunner, and the ship itself.",,28,Mark Tedin,0.21,0.06,0.33,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26795&type=card
1021,Llanowar Dead,Apocalypse,"
Common",2,0,"Black, Green",Creature , Zombie Elf,2,2,: Add ., ,"Just as leaves fall from the branches of a living tree, so too do the dead leave the elfhame.",,109,Ben Thompson,0.25,0.23,15.76,8.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26759&type=card
1025,Manacles of Decay,Apocalypse,"
Common",2,1,White,Enchantment , Aura, ,,Enchant creature, ,,,14,Gary Ruddell,0.2,0.07,0.44,0.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26788&type=card
1026,Martyrs' Tomb,Apocalypse,"
Uncommon",4,2,"White, Black",Enchantment,, ,,Pay 2 life: Prevent the next 1 damage that would be dealt to target creature this turn., ,"Honor the brave who fought,",,110,Anthony S. Waters,0.25,0.13,0.45,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25825&type=card
1027,Mask of Intolerance,Apocalypse,"
Rare",2,2,none,Artifact,, ,,"At the beginning of each player's upkeep, if there are four or more basic land types among lands that player controls, Mask of Intolerance deals 3 damage to that player.", ,,,138,Glen Angus,0.4,0.29,137.23,2.92,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29677&type=card
1028,Mind Extraction,Apocalypse,"
Common",3,2,Black,Sorcery,, ,,"As an additional cost to cast this spell, sacrifice a creature.", ,,,42,Adam Rex,0.2,0.14,0.45,0.58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27171&type=card
1029,Minotaur Illusionist,Apocalypse,"
Uncommon",5,3,"Blue, Red",Creature , Minotaur Wizard,3,4,: Minotaur Illusionist gains shroud until end of turn. (It can't be the target of spells or abilities.), ,,,111,Mark Zug,0.25,0.12,0.5,0.57,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=28008&type=card
1030,Minotaur Tactician,Apocalypse,"
Common",4,3,Red,Creature , Minotaur,1,1,Haste, ,,,65,Carl Critchlow,0.2,0.04,0.34,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26849&type=card
1031,Mournful Zombie,Apocalypse,"
Common",3,2,Black,Creature , Zombie,2,1,", : Target player gains 1 life.", ,"Treated with a powerful mix of herbs and potions, its wrappings have a remarkable preservative effect, even for the living.",,43,John Matson,0.2,0.07,0.37,0.31,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26800&type=card
1034,Necra Disciple,Apocalypse,"
Common",1,0,Black,Creature , Human Wizard,1,1,", : Add one mana of any color.", ,"""The darkness merely hides the light.""",,44,Jeff Miracola,0.2,0.09,0.48,0.42,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25854&type=card
1035,Necra Sanctuary,Apocalypse,"
Uncommon",3,2,Black,Enchantment,, ,,"At the beginning of your upkeep, if you control a green or white permanent, target player loses 1 life. If you control a green permanent and a white permanent, that player loses 3 life instead.", ,,,45,Eric Peterson,0.25,0.15,5,2.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27136&type=card
1036,Necravolver,Apocalypse,"
Rare",3,2,Black,Creature , Volver,2,2,Kicker and/or (You may pay an additional and/or as you cast this spell.), ,,,46,Dave Dorman,0.41,0.26,10.93,2.59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25949&type=card
1042,Overgrown Estate,Apocalypse,"
Rare",3,0,"White, Black, Green",Enchantment,, ,,Sacrifice a land: You gain 3 life., ,The decay of Crovax's ancestral home matched the state of his soul.,,113,Brian Snoddy,0.4,0.26,17.18,9.67,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25816&type=card
1044,Penumbra Kavu,Apocalypse,"
Uncommon",5,4,Green,Creature , Kavu,3,3,"When Penumbra Kavu dies, create a 3/3 black Kavu creature token.", ,"""These kavu are so stubborn they even refuse to die.""",,83,Tony Szczudlo,0.25,0.13,0.5,0.43,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25956&type=card
1045,Penumbra Wurm,Apocalypse,"
Rare",7,5,"Green, Green",Creature , Wurm,6,6,Trample, ,,,84,Jeff Easley,0.49,0.36,5.2,7.5,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27669&type=card
1046,Pernicious Deed,Apocalypse,"
Rare",3,1,"Black, Green",Enchantment,, ,,", Sacrifice Pernicious Deed: Destroy each artifact, creature, and enchantment with mana value X or less.", ,"""Yawgmoth,"" Freyalise whispered as she set the bomb, ""now you will pay for your treachery.""",,114,Christopher Moeller,10.47,11.83,250.58,149.09,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25953&type=card
1056,Planar Despair,Apocalypse,"
Rare",5,3,"Black, Black",Sorcery,, ,,Domain — All creatures get -1/-1 until end of turn for each basic land type among lands you control., ,All of Dominaria recoiled as Yawgmoth and his retainers arrived.,,50,Mike Sass,0.39,0.2,14.64,1.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25859&type=card
1057,Powerstone Minefield,Apocalypse,"
Rare",4,2,"Red, White",Enchantment,, ,,"Whenever a creature attacks or blocks, Powerstone Minefield deals 2 damage to it.", ,"""We have fought this far and lost too much. We will not turn back.""",,115,Greg & Tim Hildebrandt,0.5,0.51,9.89,11.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23198&type=card
1060,Putrid Warrior,Apocalypse,"
Common",2,0,"White, Black",Creature , Zombie Soldier Warrior,2,2,"Whenever Putrid Warrior deals damage, choose one —", ,"""I do not like it,"" said Grizzlegom, ""but I will take every soldier I can get.""",,117,Ray Lago,0.23,0.11,0.5,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26758&type=card
1063,Raka Disciple,Apocalypse,"
Common",1,0,Red,Creature , Minotaur Wizard,1,1,", : Prevent the next 1 damage that would be dealt to any target this turn.", ,"""The strong can also be subtle.""",,66,Arnie Swekel,0.2,0.07,0.34,0.23,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25855&type=card
1064,Raka Sanctuary,Apocalypse,"
Uncommon",3,2,Red,Enchantment,, ,,"At the beginning of your upkeep, if you control a white or blue permanent, Raka Sanctuary deals 1 damage to target creature. If you control a white permanent and a blue permanent, Raka Sanctuary deals 3 damage instead.", ,,,67,David Martin,0.25,0.14,0.55,0.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27179&type=card
1065,Rakavolver,Apocalypse,"
Rare",3,2,Red,Creature , Volver,2,2,Kicker and/or (You may pay an additional and/or as you cast this spell.), ,,,68,Scott M. Fischer,0.44,0.23,24.25,2.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25950&type=card
1066,Razorfin Hunter,Apocalypse,"
Common",2,0,"Blue, Red",Creature , Merfolk Goblin,1,1,: Razorfin Hunter deals 1 damage to any target., ,"No one knew if they'd been lurking under the sea all along, or if they'd been created by the Phyrexian overlay.",,119,Jeff Easley,0.25,0.2,3.18,3.58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26756&type=card
1068,Reef Shaman,Apocalypse,"
Common",1,0,Blue,Creature , Merfolk Shaman,0,2,: Target land becomes the basic land type of your choice until end of turn., ,"With one gesture, she can render a thousand years of navigational charts obsolete.",,29,Scott M. Fischer,0.24,0.16,5.63,2.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27158&type=card
1069,Savage Gorilla,Apocalypse,"
Common",5,4,Green,Creature , Ape,3,3,", , Sacrifice Savage Gorilla: Target creature gets -3/-3 until end of turn. Draw a card.", ,These omnivorous gorillas have no qualms about a diet composed of equal parts fruit and Phyrexians.,,85,Dave Dorman,0.21,0.08,0.35,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25971&type=card
1070,Shield of Duty and Reason,Apocalypse,"
Common",1,0,White,Enchantment , Aura, ,,Enchant creature, ,The duty: to defend. The reason: to survive.,,16,Anthony S. Waters,0.25,0.18,3.2,3.69,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27674&type=card
1071,Shimmering Mirage,Apocalypse,"
Common",2,1,Blue,Instant,, ,,Target land becomes the basic land type of your choice until end of turn., ,"""Oh, is that all you need? Why didn't you just say so?""",,30,Rebecca Guay,0.26,0.26,7.29,2.23,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=28753&type=card
1074,Smash,Apocalypse,"
Common",3,2,Red,Instant,, ,,Destroy target artifact., ,"""They're ugly, and they're in my way.""",,69,Pete Venters,0.22,0.07,0.5,0.63,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29605&type=card
1075,Soul Link,Apocalypse,"
Common",3,1,"White, Black",Enchantment , Aura, ,,Enchant creature, ,They danced like puppets to a tune only Yawgmoth could hear.,,120,Jeff Easley,0.24,0.16,1.87,1.5,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26822&type=card
1076,Spectral Lynx,Apocalypse,"
Rare",2,1,White,Creature , Cat Spirit,2,1,Protection from green, ,"A shadowy version of its corporeal cousin, this lynx hunts souls, not meals.",,17,Heather Hudson,0.5,0.47,38.12,13,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26663&type=card
1078,Squee's Embrace,Apocalypse,"
Common",2,0,"Red, White",Enchantment , Aura, ,,Enchant creature, ,,,122,Rebecca Guay,0.24,0.19,11.78,9.17,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26785&type=card
1079,Squee's Revenge,Apocalypse,"
Uncommon",3,1,"Blue, Red",Sorcery,, ,,"Choose a number. Flip a coin that many times or until you lose a flip, whichever comes first. If you win all the flips, draw two cards for each flip.", ,,,123,Kev Walker,0.81,0.77,10.15,5.9,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26831&type=card
1080,Standard Bearer,Apocalypse,"
Common",2,1,White,Creature , Human Flagbearer,1,1,"While an opponent is choosing targets as part of casting a spell they control or activating an ability they control, that player must choose at least one Flagbearer on the battlefield if able.", ,The standard was a rallying point for the army and a target for the enemy.,,18,Ron Spencer,0.86,0.68,7.48,7.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26783&type=card
1081,Strength of Night,Apocalypse,"
Common",3,2,Green,Instant,, ,,Kicker (You may pay an additional as you cast this spell.), ,,,86,John Avon,0.2,0.1,0.42,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=28007&type=card
1082,Suffocating Blast,Apocalypse,"
Rare",4,1,"Blue, Blue, Red",Instant,, ,,Counter target spell and Suffocating Blast deals 3 damage to target creature., ,,,124,Christopher Moeller,0.48,0.32,6.49,4.85,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27583&type=card
1083,Suppress,Apocalypse,"
Uncommon",3,2,Black,Sorcery,, ,,"Target player exiles all cards from their hand face down. At the beginning of the end step of that player's next turn, that player returns those cards to their hand.", ,,,52,Terese Nielsen and Thomas M. Baxa,0.25,0.17,0.68,0.74,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=28749&type=card
1085,Symbiotic Deployment,Apocalypse,"
Rare",3,2,Green,Enchantment,, ,,Skip your draw step., ,"""You know your orders. I know your hearts. Now the stronghold will know defeat.""",,88,Kev Walker,0.5,0.41,24.98,6.05,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27160&type=card
1086,Tahngarth's Glare,Apocalypse,"
Common",1,0,Red,Sorcery,, ,,"Look at the top three cards of target opponent's library, then put them back in any order. That player looks at the top three cards of your library, then puts them back in any order.", ,,,70,Pete Venters,0.23,0.12,0.41,0.36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27156&type=card
1087,Temporal Spring,Apocalypse,"
Common",3,1,"Green, Blue",Sorcery,, ,,Put target permanent on top of its owner's library., ,One splash of the spring's water knocks you clear into last week.,,125,John Matson,0.25,0.24,5.5,2.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25832&type=card
1089,Tranquil Path,Apocalypse,"
Common",5,4,Green,Sorcery,, ,,Destroy all enchantments., ,Freyalise bought the planeswalkers the time they needed by clearing a path through the misshapen hell of Phyrexia.,,89,John Avon,0.21,0.11,0.41,0.23,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26720&type=card
1090,Tundra Kavu,Apocalypse,"
Common",3,2,Red,Creature , Kavu,2,2,: Target land becomes a Plains or an Island until end of turn., ,A cross between a jaguar and an armadillo.,,71,Matt Cavotta,0.2,0.08,0.33,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26805&type=card
1091,Unnatural Selection,Apocalypse,"
Rare",2,1,Blue,Enchantment,, ,,: Choose a creature type other than Wall. Target creature becomes that type until end of turn., ,"What nature makes, magic can modify.",,32,Kev Walker,5.14,5.17,32.82,34.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26776&type=card
1092,Urborg Elf,Apocalypse,"
Common",2,1,Green,Creature , Elf Druid,1,1,": Add , , or .", ,The elves of Urborg are as deadly and capricious as the swamp itself.,,90,Bob Petillo,0.25,0.24,64.93,5.02,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26717&type=card
1095,Vodalian Mystic,Apocalypse,"
Uncommon",2,1,Blue,Creature , Merfolk Wizard,1,1,: Target instant or sorcery spell becomes the color of your choice., ,"""Sometimes when I look at the ocean, I could swear it changes colors.""",,33,Bob Petillo,0.25,0.14,0.67,0.52,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26855&type=card
1096,Whirlpool Drake,Apocalypse,"
Uncommon",4,3,Blue,Creature , Drake,2,2,Flying, ,,,34,Alan Pollack,0.5,0.46,4.49,3.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27671&type=card
1097,Whirlpool Rider,Apocalypse,"
Common",2,1,Blue,Creature , Merfolk,1,1,"When Whirlpool Rider enters the battlefield, shuffle the cards from your hand into your library, then draw that many cards.", ,"Where the wind meets the water, change is inevitable.",,35,Ray Lago,0.47,0.4,5.35,5.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27670&type=card
1098,Whirlpool Warrior,Apocalypse,"
Rare",3,2,Blue,Creature , Merfolk Warrior,2,2,"When Whirlpool Warrior enters the battlefield, shuffle the cards from your hand into your library, then draw that many cards.", ,,,36,Kev Walker,2.94,2.96,29.72,24.09,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27672&type=card
1099,Wild Research,Apocalypse,"
Rare",3,2,Red,Enchantment,, ,,": Search your library for an enchantment card and reveal that card. Put it into your hand, then discard a card at random. Then shuffle.", ,,,72,Gary Ruddell,2.53,2.58,32.65,18.85,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23056&type=card
1105,Zombie Boa,Apocalypse,"
Common",5,4,Black,Creature , Zombie Snake,3,3,": Choose a color. Whenever Zombie Boa becomes blocked by a creature of that color this turn, destroy that creature. Activate only as a sorcery.", ,"It doesn't need to feed, but still it hungers.",,54,Greg Staples,0.24,0.1,0.44,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26801&type=card
1114,Ali from Cairo,Arabian Nights,"
Rare",4,2,"Red, Red",Creature , Human,0,1,Damage that would reduce your life total to less than 1 reduces it to 1 instead., ,,,54,Mark Poole,877.49,453.99,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=957&type=card
